# MOCK_DATA — 운영시 BI 추출 파일로 교체
week,brandId,style,color,size,onHand
2025-W03,birkenstock,ARIZONA,BEIGE,39,57
2025-W04,birkenstock,ARIZONA,BEIGE,39,49
2025-W05,birkenstock,ARIZONA,BEIGE,39,46
2025-W06,birkenstock,ARIZONA,BEIGE,39,42
2025-W07,birkenstock,ARIZONA,BEIGE,39,39
2025-W08,birkenstock,ARIZONA,BEIGE,39,39
2025-W09,birkenstock,ARIZONA,BEIGE,39,35
2025-W10,birkenstock,ARIZONA,BEIGE,39,27
2025-W11,birkenstock,ARIZONA,BEIGE,39,20
2025-W12,birkenstock,ARIZONA,BEIGE,39,15
2025-W01,newbalance,990v6,BEIGE,40,128
2025-W02,newbalance,990v6,BEIGE,40,126
2025-W03,newbalance,990v6,BEIGE,40,118
2025-W04,newbalance,990v6,BEIGE,40,115
2025-W05,newbalance,990v6,BEIGE,40,114
2025-W06,newbalance,990v6,BEIGE,40,113
2025-W07,newbalance,990v6,BEIGE,40,113
2025-W08,newbalance,990v6,BEIGE,40,107
2025-W09,newbalance,990v6,BEIGE,40,104
2025-W10,newbalance,990v6,BEIGE,40,103
2025-W11,newbalance,990v6,BEIGE,40,102
2025-W12,newbalance,990v6,BEIGE,40,97
2025-W01,birkenstock,BOSTON,WHITE,39,157
2025-W02,birkenstock,BOSTON,WHITE,39,155
2025-W03,birkenstock,BOSTON,WHITE,39,150
2025-W04,birkenstock,BOSTON,WHITE,39,146
2025-W05,birkenstock,BOSTON,WHITE,39,139
2025-W06,birkenstock,BOSTON,WHITE,39,134
2025-W07,birkenstock,BOSTON,WHITE,39,131
2025-W08,birkenstock,BOSTON,WHITE,39,127
2025-W09,birkenstock,BOSTON,WHITE,39,122
2025-W10,birkenstock,BOSTON,WHITE,39,114
2025-W11,birkenstock,BOSTON,WHITE,39,108
2025-W12,birkenstock,BOSTON,WHITE,39,100
2025-W01,newbalance,990v6,WHITE,41,70
2025-W02,newbalance,990v6,WHITE,41,68
2025-W03,newbalance,990v6,WHITE,41,68
2025-W04,newbalance,990v6,WHITE,41,66
2025-W05,newbalance,990v6,WHITE,41,63
2025-W06,newbalance,990v6,WHITE,41,59
2025-W07,newbalance,990v6,WHITE,41,53
2025-W08,newbalance,990v6,WHITE,41,49
2025-W09,newbalance,990v6,WHITE,41,41
2025-W10,newbalance,990v6,WHITE,41,39
2025-W11,newbalance,990v6,WHITE,41,31
2025-W12,newbalance,990v6,WHITE,41,31
2025-W01,lacoste,L.12.12 POLO,CORE BLACK,S,165
2025-W02,lacoste,L.12.12 POLO,CORE BLACK,S,162
2025-W03,lacoste,L.12.12 POLO,CORE BLACK,S,159
2025-W04,lacoste,L.12.12 POLO,CORE BLACK,S,157
2025-W05,lacoste,L.12.12 POLO,CORE BLACK,S,151
2025-W06,lacoste,L.12.12 POLO,CORE BLACK,S,151
2025-W07,lacoste,L.12.12 POLO,CORE BLACK,S,145
2025-W08,lacoste,L.12.12 POLO,CORE BLACK,S,138
2025-W09,lacoste,L.12.12 POLO,CORE BLACK,S,137
2025-W10,lacoste,L.12.12 POLO,CORE BLACK,S,136
2025-W11,lacoste,L.12.12 POLO,CORE BLACK,S,131
2025-W12,lacoste,L.12.12 POLO,CORE BLACK,S,128
2025-W01,lacoste,L.12.12 POLO,NAVY,M,103
2025-W02,lacoste,L.12.12 POLO,NAVY,M,97
2025-W03,lacoste,L.12.12 POLO,NAVY,M,89
2025-W04,lacoste,L.12.12 POLO,NAVY,M,88
2025-W05,lacoste,L.12.12 POLO,NAVY,M,80
2025-W06,lacoste,L.12.12 POLO,NAVY,M,72
2025-W07,lacoste,L.12.12 POLO,NAVY,M,71
2025-W08,lacoste,L.12.12 POLO,NAVY,M,67
2025-W09,lacoste,L.12.12 POLO,NAVY,M,66
2025-W10,lacoste,L.12.12 POLO,NAVY,M,66
2025-W11,lacoste,L.12.12 POLO,NAVY,M,59
2025-W12,lacoste,L.12.12 POLO,NAVY,M,58
2025-W01,birkenstock,ARIZONA,BEIGE,42,129
2025-W02,birkenstock,ARIZONA,BEIGE,42,125
2025-W03,birkenstock,ARIZONA,BEIGE,42,125
2025-W04,birkenstock,ARIZONA,BEIGE,42,124
2025-W05,birkenstock,ARIZONA,BEIGE,42,119
2025-W06,birkenstock,ARIZONA,BEIGE,42,114
2025-W07,birkenstock,ARIZONA,BEIGE,42,107
2025-W08,birkenstock,ARIZONA,BEIGE,42,99
2025-W09,birkenstock,ARIZONA,BEIGE,42,92
2025-W10,birkenstock,ARIZONA,BEIGE,42,92
2025-W11,birkenstock,ARIZONA,BEIGE,42,91
2025-W12,birkenstock,ARIZONA,BEIGE,42,86
2025-W01,newbalance,550,CORE BLACK,40,71
2025-W02,newbalance,550,CORE BLACK,40,69
2025-W03,newbalance,550,CORE BLACK,40,61
2025-W04,newbalance,550,CORE BLACK,40,57
2025-W05,newbalance,550,CORE BLACK,40,51
2025-W06,newbalance,550,CORE BLACK,40,46
2025-W07,newbalance,550,CORE BLACK,40,38
2025-W08,newbalance,550,CORE BLACK,40,35
2025-W09,newbalance,550,CORE BLACK,40,29
2025-W10,newbalance,550,CORE BLACK,40,26
2025-W11,newbalance,550,CORE BLACK,40,23
2025-W12,newbalance,550,CORE BLACK,40,21
2025-W01,puma,SUEDE CLASSIC,BEIGE,40,90
2025-W02,puma,SUEDE CLASSIC,BEIGE,40,84
2025-W03,puma,SUEDE CLASSIC,BEIGE,40,83
2025-W04,puma,SUEDE CLASSIC,BEIGE,40,78
2025-W05,puma,SUEDE CLASSIC,BEIGE,40,74
2025-W06,puma,SUEDE CLASSIC,BEIGE,40,69
2025-W07,puma,SUEDE CLASSIC,BEIGE,40,61
2025-W08,puma,SUEDE CLASSIC,BEIGE,40,61
2025-W09,puma,SUEDE CLASSIC,BEIGE,40,58
2025-W10,puma,SUEDE CLASSIC,BEIGE,40,55
2025-W11,puma,SUEDE CLASSIC,BEIGE,40,48
2025-W12,puma,SUEDE CLASSIC,BEIGE,40,45
2025-W01,birkenstock,BOSTON,CORE BLACK,43,190
2025-W02,birkenstock,BOSTON,CORE BLACK,43,190
2025-W03,birkenstock,BOSTON,CORE BLACK,43,189
2025-W04,birkenstock,BOSTON,CORE BLACK,43,183
2025-W05,birkenstock,BOSTON,CORE BLACK,43,175
2025-W06,birkenstock,BOSTON,CORE BLACK,43,167
2025-W07,birkenstock,BOSTON,CORE BLACK,43,161
2025-W08,birkenstock,BOSTON,CORE BLACK,43,156
2025-W09,birkenstock,BOSTON,CORE BLACK,43,150
2025-W10,birkenstock,BOSTON,CORE BLACK,43,142
2025-W11,birkenstock,BOSTON,CORE BLACK,43,134
2025-W12,birkenstock,BOSTON,CORE BLACK,43,134
2025-W01,lacoste,CARNABY EVO,CORE BLACK,M,109
2025-W02,lacoste,CARNABY EVO,CORE BLACK,M,102
2025-W03,lacoste,CARNABY EVO,CORE BLACK,M,102
2025-W04,lacoste,CARNABY EVO,CORE BLACK,M,94
2025-W05,lacoste,CARNABY EVO,CORE BLACK,M,93
2025-W06,lacoste,CARNABY EVO,CORE BLACK,M,89
2025-W07,lacoste,CARNABY EVO,CORE BLACK,M,85
2025-W08,lacoste,CARNABY EVO,CORE BLACK,M,85
2025-W09,lacoste,CARNABY EVO,CORE BLACK,M,77
2025-W10,lacoste,CARNABY EVO,CORE BLACK,M,72
2025-W11,lacoste,CARNABY EVO,CORE BLACK,M,72
2025-W12,lacoste,CARNABY EVO,CORE BLACK,M,67
2025-W01,puma,SUEDE CLASSIC,GREY,39,172
2025-W02,puma,SUEDE CLASSIC,GREY,39,165
2025-W03,puma,SUEDE CLASSIC,GREY,39,159
2025-W04,puma,SUEDE CLASSIC,GREY,39,151
2025-W05,puma,SUEDE CLASSIC,GREY,39,143
2025-W06,puma,SUEDE CLASSIC,GREY,39,141
2025-W07,puma,SUEDE CLASSIC,GREY,39,141
2025-W08,puma,SUEDE CLASSIC,GREY,39,140
2025-W09,puma,SUEDE CLASSIC,GREY,39,139
2025-W10,puma,SUEDE CLASSIC,GREY,39,136
2025-W11,puma,SUEDE CLASSIC,GREY,39,136
2025-W12,puma,SUEDE CLASSIC,GREY,39,130
2025-W01,puma,SUEDE CLASSIC,WHITE,42,187
2025-W02,puma,SUEDE CLASSIC,WHITE,42,181
2025-W03,puma,SUEDE CLASSIC,WHITE,42,173
2025-W04,puma,SUEDE CLASSIC,WHITE,42,169
2025-W05,puma,SUEDE CLASSIC,WHITE,42,169
2025-W06,puma,SUEDE CLASSIC,WHITE,42,168
2025-W07,puma,SUEDE CLASSIC,WHITE,42,167
2025-W08,puma,SUEDE CLASSIC,WHITE,42,166
2025-W09,puma,SUEDE CLASSIC,WHITE,42,159
2025-W10,puma,SUEDE CLASSIC,WHITE,42,154
2025-W11,puma,SUEDE CLASSIC,WHITE,42,151
2025-W12,puma,SUEDE CLASSIC,WHITE,42,151
2025-W01,puma,SUEDE CLASSIC,WHITE,42,48
2025-W02,puma,SUEDE CLASSIC,WHITE,42,40
2025-W03,puma,SUEDE CLASSIC,WHITE,42,32
2025-W04,puma,SUEDE CLASSIC,WHITE,42,24
2025-W05,puma,SUEDE CLASSIC,WHITE,42,23
2025-W06,puma,SUEDE CLASSIC,WHITE,42,22
2025-W07,puma,SUEDE CLASSIC,WHITE,42,17
2025-W08,puma,SUEDE CLASSIC,WHITE,42,13
2025-W09,puma,SUEDE CLASSIC,WHITE,42,9
2025-W10,puma,SUEDE CLASSIC,WHITE,42,6
2025-W11,puma,SUEDE CLASSIC,WHITE,42,2
2025-W12,puma,SUEDE CLASSIC,WHITE,42,0
2025-W01,adidas,CAMPUS,WHITE,41,178
2025-W02,adidas,CAMPUS,WHITE,41,174
2025-W03,adidas,CAMPUS,WHITE,41,166
2025-W04,adidas,CAMPUS,WHITE,41,162
2025-W05,adidas,CAMPUS,WHITE,41,156
2025-W06,adidas,CAMPUS,WHITE,41,153
2025-W07,adidas,CAMPUS,WHITE,41,151
2025-W08,adidas,CAMPUS,WHITE,41,151
2025-W09,adidas,CAMPUS,WHITE,41,145
2025-W10,adidas,CAMPUS,WHITE,41,145
2025-W11,adidas,CAMPUS,WHITE,41,140
2025-W12,adidas,CAMPUS,WHITE,41,136
2025-W01,adidas,GAZELLE,NAVY,40,157
2025-W02,adidas,GAZELLE,NAVY,40,154
2025-W03,adidas,GAZELLE,NAVY,40,151
2025-W04,adidas,GAZELLE,NAVY,40,143
2025-W05,adidas,GAZELLE,NAVY,40,137
2025-W06,adidas,GAZELLE,NAVY,40,135
2025-W07,adidas,GAZELLE,NAVY,40,134
2025-W08,adidas,GAZELLE,NAVY,40,127
2025-W09,adidas,GAZELLE,NAVY,40,126
2025-W10,adidas,GAZELLE,NAVY,40,126
2025-W11,adidas,GAZELLE,NAVY,40,125
2025-W12,adidas,GAZELLE,NAVY,40,121
2025-W01,birkenstock,ARIZONA,CORE BLACK,42,138
2025-W02,birkenstock,ARIZONA,CORE BLACK,42,131
2025-W03,birkenstock,ARIZONA,CORE BLACK,42,131
2025-W04,birkenstock,ARIZONA,CORE BLACK,42,128
2025-W05,birkenstock,ARIZONA,CORE BLACK,42,128
2025-W06,birkenstock,ARIZONA,CORE BLACK,42,121
2025-W07,birkenstock,ARIZONA,CORE BLACK,42,117
2025-W08,birkenstock,ARIZONA,CORE BLACK,42,109
2025-W09,birkenstock,ARIZONA,CORE BLACK,42,107
2025-W10,birkenstock,ARIZONA,CORE BLACK,42,99
2025-W11,birkenstock,ARIZONA,CORE BLACK,42,94
2025-W12,birkenstock,ARIZONA,CORE BLACK,42,94
2025-W01,nike,JORDAN 1 LOW,CORE BLACK,42,68
2025-W02,nike,JORDAN 1 LOW,CORE BLACK,42,60
2025-W03,nike,JORDAN 1 LOW,CORE BLACK,42,53
2025-W04,nike,JORDAN 1 LOW,CORE BLACK,42,51
2025-W05,nike,JORDAN 1 LOW,CORE BLACK,42,45
2025-W06,nike,JORDAN 1 LOW,CORE BLACK,42,39
2025-W07,nike,JORDAN 1 LOW,CORE BLACK,42,32
2025-W08,nike,JORDAN 1 LOW,CORE BLACK,42,30
2025-W09,nike,JORDAN 1 LOW,CORE BLACK,42,26
2025-W10,nike,JORDAN 1 LOW,CORE BLACK,42,20
2025-W11,nike,JORDAN 1 LOW,CORE BLACK,42,14
2025-W12,nike,JORDAN 1 LOW,CORE BLACK,42,10
2025-W01,lacoste,L.12.12 POLO,BEIGE,XL,72
2025-W02,lacoste,L.12.12 POLO,BEIGE,XL,68
2025-W03,lacoste,L.12.12 POLO,BEIGE,XL,60
2025-W04,lacoste,L.12.12 POLO,BEIGE,XL,55
2025-W05,lacoste,L.12.12 POLO,BEIGE,XL,49
2025-W06,lacoste,L.12.12 POLO,BEIGE,XL,44
2025-W07,lacoste,L.12.12 POLO,BEIGE,XL,43
2025-W08,lacoste,L.12.12 POLO,BEIGE,XL,36
2025-W09,lacoste,L.12.12 POLO,BEIGE,XL,35
2025-W10,lacoste,L.12.12 POLO,BEIGE,XL,27
2025-W11,lacoste,L.12.12 POLO,BEIGE,XL,20
2025-W12,lacoste,L.12.12 POLO,BEIGE,XL,18
2025-W01,adidas,GAZELLE,CORE BLACK,40,80
2025-W02,adidas,GAZELLE,CORE BLACK,40,79
2025-W03,adidas,GAZELLE,CORE BLACK,40,71
2025-W04,adidas,GAZELLE,CORE BLACK,40,70
2025-W05,adidas,GAZELLE,CORE BLACK,40,64
2025-W06,adidas,GAZELLE,CORE BLACK,40,60
2025-W07,adidas,GAZELLE,CORE BLACK,40,54
2025-W08,adidas,GAZELLE,CORE BLACK,40,51
2025-W09,adidas,GAZELLE,CORE BLACK,40,47
2025-W10,adidas,GAZELLE,CORE BLACK,40,42
2025-W11,adidas,GAZELLE,CORE BLACK,40,35
2025-W12,adidas,GAZELLE,CORE BLACK,40,35
2025-W01,birkenstock,ARIZONA,NAVY,43,81
2025-W02,birkenstock,ARIZONA,NAVY,43,76
2025-W03,birkenstock,ARIZONA,NAVY,43,72
2025-W04,birkenstock,ARIZONA,NAVY,43,68
2025-W05,birkenstock,ARIZONA,NAVY,43,66
2025-W06,birkenstock,ARIZONA,NAVY,43,59
2025-W07,birkenstock,ARIZONA,NAVY,43,59
2025-W08,birkenstock,ARIZONA,NAVY,43,57
2025-W09,birkenstock,ARIZONA,NAVY,43,54
2025-W10,birkenstock,ARIZONA,NAVY,43,54
2025-W11,birkenstock,ARIZONA,NAVY,43,54
2025-W12,birkenstock,ARIZONA,NAVY,43,53
2025-W01,nike,AIR MAX 95,CORE BLACK,40,181
2025-W02,nike,AIR MAX 95,CORE BLACK,40,174
2025-W03,nike,AIR MAX 95,CORE BLACK,40,171
2025-W04,nike,AIR MAX 95,CORE BLACK,40,170
2025-W05,nike,AIR MAX 95,CORE BLACK,40,163
2025-W06,nike,AIR MAX 95,CORE BLACK,40,157
2025-W07,nike,AIR MAX 95,CORE BLACK,40,156
2025-W08,nike,AIR MAX 95,CORE BLACK,40,151
2025-W09,nike,AIR MAX 95,CORE BLACK,40,146
2025-W10,nike,AIR MAX 95,CORE BLACK,40,145
2025-W11,nike,AIR MAX 95,CORE BLACK,40,144
2025-W12,nike,AIR MAX 95,CORE BLACK,40,141
2025-W01,newbalance,990v6,GREY,42,125
2025-W02,newbalance,990v6,GREY,42,122
2025-W03,newbalance,990v6,GREY,42,120
2025-W04,newbalance,990v6,GREY,42,112
2025-W05,newbalance,990v6,GREY,42,106
2025-W06,newbalance,990v6,GREY,42,103
2025-W07,newbalance,990v6,GREY,42,98
2025-W08,newbalance,990v6,GREY,42,93
2025-W09,newbalance,990v6,GREY,42,93
2025-W10,newbalance,990v6,GREY,42,90
2025-W11,newbalance,990v6,GREY,42,85
2025-W12,newbalance,990v6,GREY,42,82
2025-W01,lacoste,CROC HOODIE,CORE BLACK,S,187
2025-W02,lacoste,CROC HOODIE,CORE BLACK,S,181
2025-W03,lacoste,CROC HOODIE,CORE BLACK,S,181
2025-W04,lacoste,CROC HOODIE,CORE BLACK,S,176
2025-W05,lacoste,CROC HOODIE,CORE BLACK,S,176
2025-W06,lacoste,CROC HOODIE,CORE BLACK,S,172
2025-W07,lacoste,CROC HOODIE,CORE BLACK,S,164
2025-W08,lacoste,CROC HOODIE,CORE BLACK,S,163
2025-W09,lacoste,CROC HOODIE,CORE BLACK,S,156
2025-W10,lacoste,CROC HOODIE,CORE BLACK,S,149
2025-W11,lacoste,CROC HOODIE,CORE BLACK,S,141
2025-W12,lacoste,CROC HOODIE,CORE BLACK,S,135
2025-W01,adidas,SAMBA OG,GREY,41,192
2025-W02,adidas,SAMBA OG,GREY,41,188
2025-W03,adidas,SAMBA OG,GREY,41,182
2025-W04,adidas,SAMBA OG,GREY,41,178
2025-W05,adidas,SAMBA OG,GREY,41,178
2025-W06,adidas,SAMBA OG,GREY,41,171
2025-W07,adidas,SAMBA OG,GREY,41,170
2025-W08,adidas,SAMBA OG,GREY,41,167
2025-W09,adidas,SAMBA OG,GREY,41,164
2025-W10,adidas,SAMBA OG,GREY,41,159
2025-W11,adidas,SAMBA OG,GREY,41,155
2025-W12,adidas,SAMBA OG,GREY,41,150
2025-W01,puma,SUEDE CLASSIC,WHITE,40,128
2025-W02,puma,SUEDE CLASSIC,WHITE,40,121
2025-W03,puma,SUEDE CLASSIC,WHITE,40,115
2025-W04,puma,SUEDE CLASSIC,WHITE,40,112
2025-W05,puma,SUEDE CLASSIC,WHITE,40,111
2025-W06,puma,SUEDE CLASSIC,WHITE,40,109
2025-W07,puma,SUEDE CLASSIC,WHITE,40,104
2025-W08,puma,SUEDE CLASSIC,WHITE,40,98
2025-W09,puma,SUEDE CLASSIC,WHITE,40,92
2025-W10,puma,SUEDE CLASSIC,WHITE,40,92
2025-W11,puma,SUEDE CLASSIC,WHITE,40,87
2025-W12,puma,SUEDE CLASSIC,WHITE,40,82
2025-W01,lacoste,CARNABY EVO,WHITE,L,75
2025-W02,lacoste,CARNABY EVO,WHITE,L,73
2025-W03,lacoste,CARNABY EVO,WHITE,L,70
2025-W04,lacoste,CARNABY EVO,WHITE,L,64
2025-W05,lacoste,CARNABY EVO,WHITE,L,58
2025-W06,lacoste,CARNABY EVO,WHITE,L,57
2025-W07,lacoste,CARNABY EVO,WHITE,L,55
2025-W08,lacoste,CARNABY EVO,WHITE,L,49
2025-W09,lacoste,CARNABY EVO,WHITE,L,44
2025-W10,lacoste,CARNABY EVO,WHITE,L,38
2025-W11,lacoste,CARNABY EVO,WHITE,L,33
2025-W12,lacoste,CARNABY EVO,WHITE,L,32
2025-W01,puma,SUEDE CLASSIC,BEIGE,42,49
2025-W02,puma,SUEDE CLASSIC,BEIGE,42,46
2025-W03,puma,SUEDE CLASSIC,BEIGE,42,44
2025-W04,puma,SUEDE CLASSIC,BEIGE,42,38
2025-W05,puma,SUEDE CLASSIC,BEIGE,42,33
2025-W06,puma,SUEDE CLASSIC,BEIGE,42,26
2025-W07,puma,SUEDE CLASSIC,BEIGE,42,23
2025-W08,puma,SUEDE CLASSIC,BEIGE,42,17
2025-W09,puma,SUEDE CLASSIC,BEIGE,42,15
2025-W10,puma,SUEDE CLASSIC,BEIGE,42,15
2025-W11,puma,SUEDE CLASSIC,BEIGE,42,10
2025-W12,puma,SUEDE CLASSIC,BEIGE,42,7
2025-W01,birkenstock,ARIZONA,GREY,41,59
2025-W02,birkenstock,ARIZONA,GREY,41,59
2025-W03,birkenstock,ARIZONA,GREY,41,54
2025-W04,birkenstock,ARIZONA,GREY,41,54
2025-W05,birkenstock,ARIZONA,GREY,41,47
2025-W06,birkenstock,ARIZONA,GREY,41,43
2025-W07,birkenstock,ARIZONA,GREY,41,41
2025-W08,birkenstock,ARIZONA,GREY,41,36
2025-W09,birkenstock,ARIZONA,GREY,41,28
2025-W10,birkenstock,ARIZONA,GREY,41,26
2025-W11,birkenstock,ARIZONA,GREY,41,23
2025-W12,birkenstock,ARIZONA,GREY,41,15
2025-W01,lacoste,CARNABY EVO,NAVY,L,89
2025-W02,lacoste,CARNABY EVO,NAVY,L,85
2025-W03,lacoste,CARNABY EVO,NAVY,L,83
2025-W04,lacoste,CARNABY EVO,NAVY,L,80
2025-W05,lacoste,CARNABY EVO,NAVY,L,73
2025-W06,lacoste,CARNABY EVO,NAVY,L,71
2025-W07,lacoste,CARNABY EVO,NAVY,L,64
2025-W08,lacoste,CARNABY EVO,NAVY,L,61
2025-W09,lacoste,CARNABY EVO,NAVY,L,61
2025-W10,lacoste,CARNABY EVO,NAVY,L,54
2025-W11,lacoste,CARNABY EVO,NAVY,L,47
2025-W12,lacoste,CARNABY EVO,NAVY,L,45
2025-W01,birkenstock,BOSTON,GREY,41,136
2025-W02,birkenstock,BOSTON,GREY,41,136
2025-W03,birkenstock,BOSTON,GREY,41,131
2025-W04,birkenstock,BOSTON,GREY,41,126
2025-W05,birkenstock,BOSTON,GREY,41,123
2025-W06,birkenstock,BOSTON,GREY,41,118
2025-W07,birkenstock,BOSTON,GREY,41,111
2025-W08,birkenstock,BOSTON,GREY,41,111
2025-W09,birkenstock,BOSTON,GREY,41,111
2025-W10,birkenstock,BOSTON,GREY,41,109
2025-W11,birkenstock,BOSTON,GREY,41,103
2025-W12,birkenstock,BOSTON,GREY,41,98
2025-W01,nike,BLAZER MID,GREY,41,192
2025-W02,nike,BLAZER MID,GREY,41,185
2025-W03,nike,BLAZER MID,GREY,41,181
2025-W04,nike,BLAZER MID,GREY,41,175
2025-W05,nike,BLAZER MID,GREY,41,173
2025-W06,nike,BLAZER MID,GREY,41,165
2025-W07,nike,BLAZER MID,GREY,41,164
2025-W08,nike,BLAZER MID,GREY,41,162
2025-W09,nike,BLAZER MID,GREY,41,154
2025-W10,nike,BLAZER MID,GREY,41,149
2025-W11,nike,BLAZER MID,GREY,41,148
2025-W12,nike,BLAZER MID,GREY,41,141
2025-W01,newbalance,996,BEIGE,43,124
2025-W02,newbalance,996,BEIGE,43,124
2025-W03,newbalance,996,BEIGE,43,124
2025-W04,newbalance,996,BEIGE,43,122
2025-W05,newbalance,996,BEIGE,43,115
2025-W06,newbalance,996,BEIGE,43,109
2025-W07,newbalance,996,BEIGE,43,102
2025-W08,newbalance,996,BEIGE,43,100
2025-W09,newbalance,996,BEIGE,43,98
2025-W10,newbalance,996,BEIGE,43,96
2025-W11,newbalance,996,BEIGE,43,88
2025-W12,newbalance,996,BEIGE,43,88
2025-W01,birkenstock,ARIZONA,WHITE,40,65
2025-W02,birkenstock,ARIZONA,WHITE,40,62
2025-W03,birkenstock,ARIZONA,WHITE,40,58
2025-W04,birkenstock,ARIZONA,WHITE,40,53
2025-W05,birkenstock,ARIZONA,WHITE,40,53
2025-W06,birkenstock,ARIZONA,WHITE,40,53
2025-W07,birkenstock,ARIZONA,WHITE,40,50
2025-W08,birkenstock,ARIZONA,WHITE,40,45
2025-W09,birkenstock,ARIZONA,WHITE,40,43
2025-W10,birkenstock,ARIZONA,WHITE,40,40
2025-W11,birkenstock,ARIZONA,WHITE,40,32
2025-W12,birkenstock,ARIZONA,WHITE,40,24
2025-W01,lacoste,CARNABY EVO,GREY,M,140
2025-W02,lacoste,CARNABY EVO,GREY,M,137
2025-W03,lacoste,CARNABY EVO,GREY,M,134
2025-W04,lacoste,CARNABY EVO,GREY,M,131
2025-W05,lacoste,CARNABY EVO,GREY,M,130
2025-W06,lacoste,CARNABY EVO,GREY,M,124
2025-W07,lacoste,CARNABY EVO,GREY,M,117
2025-W08,lacoste,CARNABY EVO,GREY,M,114
2025-W09,lacoste,CARNABY EVO,GREY,M,112
2025-W10,lacoste,CARNABY EVO,GREY,M,105
2025-W11,lacoste,CARNABY EVO,GREY,M,100
2025-W12,lacoste,CARNABY EVO,GREY,M,98
2025-W01,nike,AIR MAX 90,BEIGE,40,151
2025-W02,nike,AIR MAX 90,BEIGE,40,150
2025-W03,nike,AIR MAX 90,BEIGE,40,144
2025-W04,nike,AIR MAX 90,BEIGE,40,141
2025-W05,nike,AIR MAX 90,BEIGE,40,140
2025-W06,nike,AIR MAX 90,BEIGE,40,136
2025-W07,nike,AIR MAX 90,BEIGE,40,135
2025-W08,nike,AIR MAX 90,BEIGE,40,135
2025-W09,nike,AIR MAX 90,BEIGE,40,127
2025-W10,nike,AIR MAX 90,BEIGE,40,119
2025-W11,nike,AIR MAX 90,BEIGE,40,113
2025-W12,nike,AIR MAX 90,BEIGE,40,112
2025-W01,adidas,ULTRABOOST 22,BEIGE,41,163
2025-W02,adidas,ULTRABOOST 22,BEIGE,41,155
2025-W03,adidas,ULTRABOOST 22,BEIGE,41,155
2025-W04,adidas,ULTRABOOST 22,BEIGE,41,154
2025-W05,adidas,ULTRABOOST 22,BEIGE,41,149
2025-W06,adidas,ULTRABOOST 22,BEIGE,41,149
2025-W07,adidas,ULTRABOOST 22,BEIGE,41,148
2025-W08,adidas,ULTRABOOST 22,BEIGE,41,148
2025-W09,adidas,ULTRABOOST 22,BEIGE,41,148
2025-W10,adidas,ULTRABOOST 22,BEIGE,41,143
2025-W11,adidas,ULTRABOOST 22,BEIGE,41,137
2025-W12,adidas,ULTRABOOST 22,BEIGE,41,129
2025-W01,lacoste,L.12.12 POLO,CORE BLACK,L,157
2025-W02,lacoste,L.12.12 POLO,CORE BLACK,L,157
2025-W03,lacoste,L.12.12 POLO,CORE BLACK,L,151
2025-W04,lacoste,L.12.12 POLO,CORE BLACK,L,146
2025-W05,lacoste,L.12.12 POLO,CORE BLACK,L,144
2025-W06,lacoste,L.12.12 POLO,CORE BLACK,L,142
2025-W07,lacoste,L.12.12 POLO,CORE BLACK,L,134
2025-W08,lacoste,L.12.12 POLO,CORE BLACK,L,133
2025-W09,lacoste,L.12.12 POLO,CORE BLACK,L,129
2025-W10,lacoste,L.12.12 POLO,CORE BLACK,L,122
2025-W11,lacoste,L.12.12 POLO,CORE BLACK,L,118
2025-W12,lacoste,L.12.12 POLO,CORE BLACK,L,112
2025-W01,puma,SUEDE CLASSIC,CORE BLACK,39,158
2025-W02,puma,SUEDE CLASSIC,CORE BLACK,39,158
2025-W03,puma,SUEDE CLASSIC,CORE BLACK,39,158
2025-W04,puma,SUEDE CLASSIC,CORE BLACK,39,153
2025-W05,puma,SUEDE CLASSIC,CORE BLACK,39,148
2025-W06,puma,SUEDE CLASSIC,CORE BLACK,39,147
2025-W07,puma,SUEDE CLASSIC,CORE BLACK,39,139
2025-W08,puma,SUEDE CLASSIC,CORE BLACK,39,136
2025-W09,puma,SUEDE CLASSIC,CORE BLACK,39,128
2025-W10,puma,SUEDE CLASSIC,CORE BLACK,39,121
2025-W11,puma,SUEDE CLASSIC,CORE BLACK,39,120
2025-W12,puma,SUEDE CLASSIC,CORE BLACK,39,115
2025-W01,adidas,SAMBA OG,GREY,43,67
2025-W02,adidas,SAMBA OG,GREY,43,66
2025-W03,adidas,SAMBA OG,GREY,43,64
2025-W04,adidas,SAMBA OG,GREY,43,59
2025-W05,adidas,SAMBA OG,GREY,43,58
2025-W06,adidas,SAMBA OG,GREY,43,58
2025-W07,adidas,SAMBA OG,GREY,43,51
2025-W08,adidas,SAMBA OG,GREY,43,50
2025-W09,adidas,SAMBA OG,GREY,43,42
2025-W10,adidas,SAMBA OG,GREY,43,38
2025-W11,adidas,SAMBA OG,GREY,43,36
2025-W12,adidas,SAMBA OG,GREY,43,31
2025-W01,puma,SUEDE CLASSIC,GREY,43,102
2025-W02,puma,SUEDE CLASSIC,GREY,43,101
2025-W03,puma,SUEDE CLASSIC,GREY,43,99
2025-W04,puma,SUEDE CLASSIC,GREY,43,97
2025-W05,puma,SUEDE CLASSIC,GREY,43,95
2025-W06,puma,SUEDE CLASSIC,GREY,43,89
2025-W07,puma,SUEDE CLASSIC,GREY,43,86
2025-W08,puma,SUEDE CLASSIC,GREY,43,82
